product,origin,lowest_price,highest_price,date
borówka amerykańska kg,kraj,25.0,35.0,2021-07-07
brzoskwinia kg,import,7.0,9.0,2021-07-07
cytryny kg,import,5.0,7.0,2021-07-07
czereśnie kg,kraj,3.0,6.5,2021-07-07
granat szt.,import,6.0,12.0,2021-07-07
grapefruity kg,import,6.0,15.0,2021-07-07
gruszka kg,import,5.0,9.5,2021-07-07
gruszka konferencja kg,kraj,3.3,4.75,2021-07-07
jabłka alwa kg,kraj,1.0,1.66,2021-07-07
jabłka cortland kg,kraj,2.0,2.5,2021-07-07
jabłka gala kg,kraj,1.33,2.0,2021-07-07
jabłka gloster kg,kraj,1.0,1.5,2021-07-07
jabłka golden delicius kg,kraj,1.33,2.0,2021-07-07
jabłka jonagold kg,kraj,1.0,1.66,2021-07-07
jabłka jonagored kg,kraj,1.0,1.66,2021-07-07
jabłka ligol kg,kraj,1.0,1.75,2021-07-07
jabłka lobo kg,kraj,1.66,2.3,2021-07-07
jabłka reneta szara kg,kraj,2.0,3.0,2021-07-07
jabłka szampion kg,kraj,1.0,1.66,2021-07-07
kiwi kg,import,9.0,16.0,2021-07-07
maliny kg,kraj,9.0,16.0,2021-07-07
mandarynki kg,kraj,6.0,12.0,2021-07-07
mango szt.,import,2.0,12.0,2021-07-07
melon szt.,import,5.0,9.0,2021-07-07
morela kg,kraj,8.0,8.0,2021-07-07
nektarynka kg,import,7.0,10.0,2021-07-07
pomarańcze kg,import,3.85,8.0,2021-07-07
porzeczka czarna kg,kraj,15.0,18.0,2021-07-07
porzeczka czerwona kg,kraj,5.0,9.0,2021-07-07
śliwki kg,import,5.0,8.5,2021-07-07
truskawki kg,kraj,4.0,8.0,2021-07-07
winogrona białe kg,import,9.0,12.0,2021-07-07
winogrona ciemne kg,import,9.0,12.0,2021-07-07
wiśnia kg,kraj,10.0,12.0,2021-07-07
agrest kg,kraj,5.0,14.0,2021-07-08
ananas dekoracyjny szt.,import,3.6,4.2,2021-07-08
bakłażan kg,kraj,4.0,6.3,2021-07-08
bataty kg,import,7.0,8.0,2021-07-08
bób kg,kraj,5.5,7.0,2021-07-08
botwinka pęczek,kraj,2.0,2.5,2021-07-08
brokuły szt.,kraj,2.0,2.5,2021-07-08
buraki czerwone kg,kraj,1.4,1.85,2021-07-08
buraki czerwone młode pęczek,kraj,1.5,2.5,2021-07-08
cebula biała kg,kraj,1.2,1.5,2021-07-08
cebula czerwona kg,kraj,2.5,3.5,2021-07-08
cebula czosnkowa kg,kraj,2.5,3.5,2021-07-08
cebula ze szczypiorem pęczek,kraj,1.5,2.5,2021-07-08
chrzan kg,kraj,6.0,8.0,2021-07-08
cukinia kg,kraj,1.3,2.3,2021-07-08
cykoria kg,kraj,6.0,9.6,2021-07-08
czosnek kg,import,10.0,13.0,2021-07-08
fasolka szparagowa kg,kraj,5.0,7.0,2021-07-08
jabłka Empire kg,kraj,2.0,3.0,2021-07-08
jabłka Rubinstar kg,kraj,1.0,1.66,2021-07-08
jagody kg,kraj,20.0,23.0,2021-07-08
kabaczek kg,kraj,1.25,2.0,2021-07-08
kalafior szt.,kraj,1.75,3.0,2021-07-08
kalarepa szt.,kraj,1.5,1.8,2021-07-08
kapusta biała kg,kraj,0.85,1.5,2021-07-08
kapusta biała młoda szt.,kraj,2.0,3.0,2021-07-08
kapusta czerwona kg,kraj,1.85,3.0,2021-07-08
kapusta kiszona kg,kraj,4.5,6.0,2021-07-08
kapusta pekińska kg,kraj,2.85,3.75,2021-07-08
koperek pęczek,kraj,1.0,1.35,2021-07-08
marchew kg,kraj,1.7,2.0,2021-07-08
marchew młoda pęczek,kraj,1.5,2.5,2021-07-08
nać pietruszki pęczek,kraj,1.0,1.2,2021-07-08
ogórek gruntowy kg,kraj,1.5,3.5,2021-07-08
ogórek kiszony kg,kraj,7.0,8.5,2021-07-08
ogórek kiszony małosolny kg,kraj,7.0,10.0,2021-07-08
ogórek szklarniowy krótki kg,kraj,2.0,3.0,2021-07-08
papryka czerwona kg,import,9.5,13.0,2021-07-08
papryka zielona kg,kraj,4.0,5.0,2021-07-08
papryka żółta kg,import,9.5,13.0,2021-07-08
pieczarki kg,kraj,6.0,6.5,2021-07-08
pietruszka korzeń kg,kraj,6.0,11.0,2021-07-08
pietruszka młoda pęczek,kraj,3.0,4.0,2021-07-08
pomidor koktajlowy kg,import,10.0,15.0,2021-07-08
pomidor malinowy kg,kraj,3.0,5.0,2021-07-08
por kg,import,5.0,6.5,2021-07-08
por młody szt.,kraj,1.2,2.0,2021-07-08
rabarbar kg,kraj,2.5,4.0,2021-07-08
rzodkiewka pęczek,kraj,1.0,1.75,2021-07-08
sałata karbowana szt.,kraj,1.87,2.9,2021-07-08
sałata lodowa szt.,kraj,2.0,3.0,2021-07-08
sałata masłowa szt.,kraj,1.56,2.5,2021-07-08
seler kg,kraj,2.5,4.0,2021-07-08
